Source,Target,Weight,Type
ostrovsky-ne-soshlis-harakterami_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,3,undirected
ostrovsky-ne-soshlis-harakterami_male,ostrovsky-puchina_male,1,undirected
ostrovsky-ne-soshlis-harakterami_male,ostrovsky-shutniki_male,2,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,ostrovsky-bednost-ne-porok_fem,5,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,ostrovsky-bednost-ne-porok_male,3,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,1,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_male,ostrovsky-bednost-ne-porok_male,3,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_male,ostrovsky-na-bojkom-meste_fem,2,undirected
ostrovsky-ne-tak-zhivi-kak-hochetsya_male,ostrovsky-ne-v-svoi-sani-ne-sadis_male,1,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_fem,ostrovsky-bednaja-nevesta_fem,5,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_fem,ostrovsky-dohodnoe-mesto_fem,2,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_fem,ostrovsky-poslednyaya-zhertva_fem,1,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_male,ostrovsky-bednost-ne-porok_male,3,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,6,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_male,ostrovsky-ne-tak-zhivi-kak-hochetsya_male,1,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_male,ostrovsky-puchina_fem,1,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_male,ostrovsky-puchina_male,1,undirected
ostrovsky-ne-v-svoi-sani-ne-sadis_male,ostrovsky-svoi-ljudi_male,1,undirected
ostrovsky-neozhidannyj-sluchaj_fem,ostrovsky-bednaja-nevesta_male,3,undirected
ostrovsky-neozhidannyj-sluchaj_fem,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-neozhidannyj-sluchaj_fem,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,2,undirected
ostrovsky-neozhidannyj-sluchaj_male,ostrovsky-bednaja-nevesta_fem,2,undirected
ostrovsky-neozhidannyj-sluchaj_male,ostrovsky-bednaja-nevesta_male,4,undirected
ostrovsky-neozhidannyj-sluchaj_male,ostrovsky-volki-i-ovtsy_fem,1,undirected
ostrovsky-nevolnicy_fem,ostrovsky-bespridannitsa_fem,4,undirected
ostrovsky-nevolnicy_fem,ostrovsky-bez-viny-vinovatye_male,2,undirected
ostrovsky-nevolnicy_fem,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_fem,1,undirected
ostrovsky-nevolnicy_fem,ostrovsky-nevolnicy_male,3,undirected
ostrovsky-nevolnicy_fem,ostrovsky-shutniki_fem,2,undirected
ostrovsky-nevolnicy_fem,ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,1,undirected
ostrovsky-nevolnicy_fem,ostrovsky-volki-i-ovtsy_male,4,undirected
ostrovsky-nevolnicy_male,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,1,undirected
ostrovsky-nevolnicy_male,ostrovsky-nevolnicy_fem,3,undirected
ostrovsky-nevolnicy_male,ostrovsky-volki-i-ovtsy_male,2,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-ne-v-svoi-sani-ne-sadis_fem,1,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,1,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-trudovoj-hleb_fem,6,undirected
ostrovsky-poslednyaya-zhertva_fem,ostrovsky-trudovoj-hleb_male,2,undirected
ostrovsky-poslednyaya-zhertva_male,ostrovsky-bespridannitsa_male,3,undirected
ostrovsky-poslednyaya-zhertva_male,ostrovsky-les_male,1,undirected
ostrovsky-poslednyaya-zhertva_male,ostrovsky-volki-i-ovtsy_male,2,undirected
ostrovsky-pozdnyaya-lyubov_fem,ostrovsky-na-vsyakogo-mudreca-dovolno-prostoty_male,1,undirected
ostrovsky-pozdnyaya-lyubov_fem,ostrovsky-pozdnyaya-lyubov_male,4,undirected
ostrovsky-pozdnyaya-lyubov_fem,ostrovsky-volki-i-ovtsy_fem,4,undirected
ostrovsky-pozdnyaya-lyubov_male,ostrovsky-pozdnyaya-lyubov_fem,4,undirected
ostrovsky-pozdnyaya-lyubov_male,ostrovsky-trudovoj-hleb_male,2,undirected
ostrovsky-pozdnyaya-lyubov_male,ostrovsky-volki-i-ovtsy_fem,6,undirected
ostrovsky-prazdnichnyj-son-do-obeda_fem,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-prazdnichnyj-son-do-obeda_fem,ostrovsky-dohodnoe-mesto_male,3,undirected
ostrovsky-prazdnichnyj-son-do-obeda_fem,ostrovsky-trudovoj-hleb_fem,2,undirected
ostrovsky-prazdnichnyj-son-do-obeda_male,ostrovsky-puchina_male,2,undirected
ostrovsky-prazdnichnyj-son-do-obeda_male,ostrovsky-trudovoj-hleb_male,3,undirected
ostrovsky-prazdnichnyj-son-do-obeda_male,ostrovsky-volki-i-ovtsy_male,1,undirected
ostrovsky-puchina_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,2,undirected
ostrovsky-puchina_fem,ostrovsky-ne-v-svoi-sani-ne-sadis_male,1,undirected
ostrovsky-puchina_fem,ostrovsky-puchina_male,3,undirected
ostrovsky-puchina_male,ostrovsky-goryachee-serdce_male,5,undirected
ostrovsky-puchina_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,2,undirected
ostrovsky-puchina_male,ostrovsky-les_male,4,undirected
ostrovsky-puchina_male,ostrovsky-ne-soshlis-harakterami_male,1,undirected
ostrovsky-puchina_male,ostrovsky-ne-v-svoi-sani-ne-sadis_male,1,undirected
ostrovsky-puchina_male,ostrovsky-prazdnichnyj-son-do-obeda_male,2,undirected
ostrovsky-puchina_male,ostrovsky-puchina_fem,3,undirected
ostrovsky-puchina_male,ostrovsky-shutniki_male,3,undirected
ostrovsky-puchina_male,ostrovsky-svoi-ljudi_male,2,undirected
ostrovsky-puchina_male,ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,2,undirected
ostrovsky-puchina_male,ostrovsky-tyazhelye-dni_fem,3,undirected
ostrovsky-puchina_male,ostrovsky-utro-molodogo-cheloveka_male,2,undirected
ostrovsky-puchina_male,ostrovsky-v-chuzhom-piru-pohmelje_fem,3,undirected
ostrovsky-puchina_male,ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,2,undirected
ostrovsky-puchina_male,ostrovsky-za-chem-pojdesh-to-i-najdesh_male,1,undirected
ostrovsky-semejnaya-kartina_fem,ostrovsky-bednost-ne-porok_fem,1,undirected
ostrovsky-semejnaya-kartina_fem,ostrovsky-groza_male,2,undirected
ostrovsky-semejnaya-kartina_fem,ostrovsky-svoi-ljudi_fem,3,undirected
ostrovsky-semejnaya-kartina_male,ostrovsky-bednost-ne-porok_male,2,undirected
ostrovsky-semejnaya-kartina_male,ostrovsky-svoi-ljudi_fem,1,undirected
ostrovsky-semejnaya-kartina_male,ostrovsky-svoi-ljudi_male,3,undirected
ostrovsky-shutniki_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,3,undirected
ostrovsky-shutniki_fem,ostrovsky-nevolnicy_fem,2,undirected
ostrovsky-shutniki_fem,ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,1,undirected
ostrovsky-shutniki_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,1,undirected
ostrovsky-shutniki_male,ostrovsky-ne-soshlis-harakterami_male,2,undirected
ostrovsky-shutniki_male,ostrovsky-puchina_male,3,undirected
ostrovsky-shutniki_male,ostrovsky-tyazhelye-dni_male,2,undirected
ostrovsky-shutniki_male,ostrovsky-vospitannica_fem,1,undirected
ostrovsky-shutniki_male,ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,1,undirected
ostrovsky-snegurochka_fem,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem,3,undirected
ostrovsky-snegurochka_fem,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,4,undirected
ostrovsky-snegurochka_fem,ostrovsky-snegurochka_male,6,undirected
ostrovsky-snegurochka_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_fem,1,undirected
ostrovsky-snegurochka_male,ostrovsky-dmitrij-samozvanets-i-vasilij-shujskij_male,5,undirected
ostrovsky-snegurochka_male,ostrovsky-snegurochka_fem,6,undirected
ostrovsky-snegurochka_male,ostrovsky-trudovoj-hleb_male,1,undirected
ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,6,undirected
ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,ostrovsky-groza_male,1,undirected
ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,ostrovsky-shutniki_fem,1,undirected
ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,2,undirected
ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,ostrovsky-vospitannica_fem,2,undirected
ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,2,undirected
ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,ostrovsky-tyazhelye-dni_male,3,undirected
ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,ostrovsky-volki-i-ovtsy_fem,1,undirected
ostrovsky-svoi-ljudi_fem,ostrovsky-bednost-ne-porok_fem,1,undirected
ostrovsky-svoi-ljudi_fem,ostrovsky-groza_male,1,undirected
ostrovsky-svoi-ljudi_fem,ostrovsky-semejnaya-kartina_fem,3,undirected
ostrovsky-svoi-ljudi_fem,ostrovsky-semejnaya-kartina_male,1,undirected
ostrovsky-svoi-ljudi_fem,ostrovsky-svoi-ljudi_male,3,undirected
ostrovsky-svoi-ljudi_fem,ostrovsky-vospitannica_fem,2,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-bednost-ne-porok_male,3,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-ne-v-svoi-sani-ne-sadis_male,1,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-puchina_male,2,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-semejnaya-kartina_male,3,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-svoi-ljudi_fem,3,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-tyazhelye-dni_fem,2,undirected
ostrovsky-svoi-ljudi_male,ostrovsky-utro-molodogo-cheloveka_male,1,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,ostrovsky-poslednyaya-zhertva_fem,1,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,ostrovsky-puchina_male,2,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,3,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,ostrovsky-bespridannitsa_fem,3,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,ostrovsky-bez-viny-vinovatye_male,2,undirected
ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_male,ostrovsky-nevolnicy_fem,1,undirected
ostrovsky-trudovoj-hleb_fem,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-trudovoj-hleb_fem,ostrovsky-bez-viny-vinovatye_fem,2,undirected
ostrovsky-trudovoj-hleb_fem,ostrovsky-poslednyaya-zhertva_fem,6,undirected
ostrovsky-trudovoj-hleb_fem,ostrovsky-prazdnichnyj-son-do-obeda_fem,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-bednost-ne-porok_male,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-les_male,6,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-ne-soshlis-harakterami_fem,1,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-poslednyaya-zhertva_fem,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-pozdnyaya-lyubov_male,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-prazdnichnyj-son-do-obeda_male,3,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-snegurochka_male,1,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-tyazhelye-dni_male,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-v-chuzhom-piru-pohmelje_fem,2,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-v-chuzhom-piru-pohmelje_male,1,undirected
ostrovsky-trudovoj-hleb_male,ostrovsky-volki-i-ovtsy_male,2,undirected
ostrovsky-tyazhelye-dni_fem,ostrovsky-les_male,1,undirected
ostrovsky-tyazhelye-dni_fem,ostrovsky-puchina_male,3,undirected
ostrovsky-tyazhelye-dni_fem,ostrovsky-svoi-ljudi_male,2,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-bespridannitsa_male,1,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-les_male,3,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-shutniki_male,2,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,3,undirected
ostrovsky-tyazhelye-dni_male,ostrovsky-trudovoj-hleb_male,2,undirected
ostrovsky-utro-molodogo-cheloveka_male,ostrovsky-groza_male,3,undirected
ostrovsky-utro-molodogo-cheloveka_male,ostrovsky-puchina_male,2,undirected
ostrovsky-utro-molodogo-cheloveka_male,ostrovsky-svoi-ljudi_male,1,undirected
ostrovsky-v-chuzhom-piru-pohmelje_fem,ostrovsky-bednost-ne-porok_male,1,undirected
ostrovsky-v-chuzhom-piru-pohmelje_fem,ostrovsky-puchina_male,3,undirected
ostrovsky-v-chuzhom-piru-pohmelje_fem,ostrovsky-trudovoj-hleb_male,2,undirected
ostrovsky-v-chuzhom-piru-pohmelje_male,ostrovsky-bednost-ne-porok_male,2,undirected
ostrovsky-v-chuzhom-piru-pohmelje_male,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,3,undirected
ostrovsky-v-chuzhom-piru-pohmelje_male,ostrovsky-trudovoj-hleb_male,1,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_fem,1,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-les_fem,3,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-neozhidannyj-sluchaj_male,1,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-pozdnyaya-lyubov_fem,4,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-pozdnyaya-lyubov_male,6,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-staryj-drug-luchshe-novyh-dvuh_male,1,undirected
ostrovsky-volki-i-ovtsy_fem,ostrovsky-volki-i-ovtsy_male,1,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-bespridannitsa_male,5,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-bez-viny-vinovatye_fem,1,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-les_male,4,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-nevolnicy_fem,4,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-nevolnicy_male,2,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-poslednyaya-zhertva_male,2,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-prazdnichnyj-son-do-obeda_male,1,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-trudovoj-hleb_male,2,undirected
ostrovsky-volki-i-ovtsy_male,ostrovsky-volki-i-ovtsy_fem,1,undirected
ostrovsky-vospitannica_fem,ostrovsky-greh-da-beda-na-kogo-ne-zhivet_male,3,undirected
ostrovsky-vospitannica_fem,ostrovsky-groza_fem,2,undirected
ostrovsky-vospitannica_fem,ostrovsky-groza_male,4,undirected
ostrovsky-vospitannica_fem,ostrovsky-shutniki_male,1,undirected
ostrovsky-vospitannica_fem,ostrovsky-staryj-drug-luchshe-novyh-dvuh_fem,2,undirected
ostrovsky-vospitannica_fem,ostrovsky-svoi-ljudi_fem,2,undirected
ostrovsky-vospitannica_fem,ostrovsky-vospitannica_male,1,undirected
ostrovsky-vospitannica_male,ostrovsky-bespridannitsa_male,3,undirected
ostrovsky-vospitannica_male,ostrovsky-bez-viny-vinovatye_male,2,undirected
ostrovsky-vospitannica_male,ostrovsky-vospitannica_fem,1,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,ostrovsky-goryachee-serdce_male,3,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,ostrovsky-puchina_male,2,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,ostrovsky-shutniki_male,1,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_fem,ostrovsky-svoi-sobaki-gryzutsya-chuzhaya-ne-pristavaj_fem,3,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_male,ostrovsky-bespridannitsa_male,3,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_male,ostrovsky-dohodnoe-mesto_male,2,undirected
ostrovsky-za-chem-pojdesh-to-i-najdesh_male,ostrovsky-puchina_male,1,undirected
